frame_diff,camera_cut,both_players_visible,zoom_level,ball_detected,ball_conf,ball_x,ball_y,ball_speed,ball_freq_2s,ball_freq_5s,ball_streak_norm,time_since_ball_s,p1_speed,p2_speed,combined_speed,p1_accel,p2_accel,p1_move_intensity,p2_move_intensity,p1_avg_speed_3s,p2_avg_speed_3s,separation,time_since_move_s,timestamp_s,frame_idx,p1_cx,p1_cy,p2_cx,p2_cy,p1_vx,p1_vy,p2_vx,p2_vy,p1_max_speed_3s,p2_max_speed_3s,p1_std_speed_3s,p2_std_speed_3s,ball_streak,frames_since_ball
0.0,0.0,0.0,0.26163935817053746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0,0.7348,0.7885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.007120680525296539,0.0,0.0,0.26423681132182086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.04,1,0.7348,0.7885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.006754094423263132,0.0,1.0,0.15970577487814022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,2.8698796832398563,0.0,1.4349398416199282,0.0,0.0,0.11479518732959425,0.0,1.4349398416199282,0.0,0.6495709295606802,0.12,0.08,2,0.7348,0.7886,0.4738,0.1938,1.654,2.345,0.0,0.0,2.8698796832398563,0.0,1.4349398416199282,0.0,0.0,3.0
0.009460948847131445,0.0,1.0,0.1616909676955806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,5.784897531562271,4.572436721049933,5.178667126306102,2.9234024023317313,0.0,0.3461910885920851,0.1828974688419973,2.8849257382673756,2.2862183605249666,0.6498634990471223,0.16,0.12,3,0.7349,0.7888,0.4739,0.1936,3.586,4.539,2.511,-3.821,5.784897531562271,4.572436721049933,2.3616984919753174,2.2862183605249666,0.0,4.0
0.0058530867979908014,0.0,1.0,0.1633019469174744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,4.508227498225199,12.331493343092646,8.419860420658923,3.5020386908269217,7.84685033815611,0.5265201885210931,0.6761572025657032,3.2907511782568317,5.634643354714193,0.6502574172052978,0.2,0.16,4,0.7349,0.7889,0.474,0.1933,0.084,4.507,8.291,-9.128,5.784897531562271,12.331493343092646,2.1627061031209887,5.090032365131865,0.0,5.0
0.00851716631868797,0.0,1.0,0.1653764264276914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,6.368343544153387,1.0024221851210466,3.6853828646372166,2.4145731958673813,11.494440262050148,0.7812539302872286,0.7162540899705451,3.906269651436143,4.476588062315907,0.6505114520310928,0.24,0.2,5,0.7349,0.7892,0.474,0.1933,1.924,6.071,0.177,-0.987,6.368343544153387,12.331493343092646,2.2928781289203704,4.842994764535932,0.0,6.0
0.006525113093076737,0.0,1.0,0.1672010729490545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,6.371900996520095,5.614882022749253,5.993391509634674,1.861587899564538,6.377930570941895,1.0361299701480324,0.9408493708805152,4.3172082089501345,4.704246854402576,0.6505435654271191,0.28,0.24,6,0.735,0.7894,0.4741,0.1934,0.087,6.371,3.097,4.684,6.371900996520095,12.331493343092646,2.2859194179424214,4.355570310982869,0.0,7.0
0.0064082130537400145,0.0,1.0,0.16802534463523094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,2.1739925913960993,4.024800294329551,3.099396442862825,7.929541828433574,5.263219864392321,1.1230896738038765,1.1018413826536972,4.011034549299558,4.591005761057072,0.6504089107554163,0.32,0.28,7,0.735,0.7893,0.4741,0.1936,1.663,-1.4,-2.026,3.477,6.371900996520095,12.331493343092646,2.245304386817649,3.984128303369082,0.0,8.0
0.008338524645969498,0.0,1.0,0.16889084417248623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,2.595841142904562,0.3747765340445176,1.4853088384745399,4.673592542078429,4.331658407715248,1.226923319520059,1.116832444015478,3.8341353735001835,3.9886873000552785,0.6504907619492518,0.36,0.32,8,0.735,0.7894,0.4741,0.1936,-1.169,2.318,-0.041,-0.373,6.371900996520095,12.331493343092646,2.1518064607601777,3.972705918814917,0.0,9.0
0.00495748418966352,0.0,1.0,0.16939986882093372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,3.2643938801186776,1.829351755838195,2.5468728179784366,0.6864301555742184,1.991019141563351,1.3574990747248061,1.1900065142490057,3.77083076312446,3.718770357028143,0.6505433889293842,0.4,0.36,9,0.7349,0.7895,0.4741,0.1936,-1.624,2.832,1.775,0.444,6.371900996520095,12.331493343092646,2.0366286538345975,3.7841220078963476,0.0,10.0
0.007834708227426773,0.0,1.0,0.16981592244175975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,3.911323902853033,10.02127349333695,6.966298698094992,2.6484670329697866,8.20161855163047,1.5139520308389274,1.5908574539824838,3.7848800770973177,4.419048483284677,0.6504881884175846,0.44,0.4,10,0.7349,0.7897,0.4743,0.1937,0.833,3.822,9.453,3.327,6.371900996520095,12.331493343092646,1.9325752495740198,4.080640958113838,0.0,11.0
